ETIQUETA,NUMERO ANTERIOR,TIPO,DESCRIPCIÓN,MODELO,SERIE
1242,MOB026768,CONJUNTO/MODULO,ESTACION ERGONOMICA DE 1.20X1.20 M,FUSSION,S/N
1246,MOB026769,ENGARGOLADORA,METALICA,IBI MASTER 500,S/N
1250,MOB026770,SILLA,"OPERATIVA, CON RODAJAS, RESPALDO MEDIO, ELEVACIÓN AUTOMÁTICA",RE-1951,S/N
1255,MOB026798,CONJUNTO/MODULO,"TIPO BALA CON BASE CIRCULAR DE METAL, NOVOPAN Y FORMAICA COLOR NEGRO Y MADERA ASI COMO UN ARCHIVERO CON UNA GAVETA CAJÓN Y UN ESPACIO",S/N,S/N
1258,MOB026801,SILLA,"DE VISITA, FIJA, APILABLE, PLIANA",RP-4505,S/N
1262,MOB026824,LIBRERO,DE 80 X 35 CM CON PUERTAS INFERIORES Y SUPERIORES DE METAL,FISSION,S/N
1266,MOB026825,LIBRERO,DE 80 X 35 CM CON PUERTAS INFERIORES Y SUPERIORES DE CRISTAL,FISSION,S/N
1269,MOB026833,CONJUNTO/MODULO,S/N,S/N,S/N
1273,COM021420,CISCO POE,SF302-08P. (FACTURA B 594),SF302-08P,PSZ21161DYN
1277,MOB026835,CONJUNTO/MODULO,ESTACIÓN ERGONÓMICA DE 1.20X1.20 M,FUSSION,S/N
1281,MOB026836,SILLA,"OPERATIVA, CON RODAJAS, RESPALDO MEDIO, ELEVACIÓN AUTOMÁTICA",RE-1951,S/N
1284,MOB026837,SILLA,"DE VISITA, FIJA, APILABLE, PLIANA",RP-1955,S/N
1287,MOB026838,SILLA,"DE VISITA, FIJA, APILABLE, PLIANA",RP-1955,S/N
1290,MOB026839,LIBRERO,LIBRERO 5 ESPACIOS NOVOPAN FORMAICA DOS PUERTAS,S/N,S/N
1293,MOB026842,SILLA,S/N,RP-1955,S/N
1296,MOB026843,SILLA,"DE VISITA, FIJA, APILABLE, PLIANA",RP-4505,S/N
1299,MOB026844,SILLA,"DE VISITA, FIJA, APILABLE, PLIANA",RP-1955,S/N
1302,MOB026845,SILLA,S/N,RP-1955,S/N
1305,MOB026846,SILLA,"DE VISITA, FIJA, APILABLE, PLIANA",RP-4505,S/N
1308,MOB026847,SILLA,"DE VISITA, FIJA, APILABLE, PLIANA",RP-1955,S/N
1311,MOB026848,SILLA,"DE VISITA, FIJA, APILABLE, PLIANA",RP-1955,S/N
1314,MOB026849,SILLA,"DE VISITA, FIJA, APILABLE, PLIANA",RP-1955,S/N
1316,MOB026850,SILLA,"DE VISITA, FIJA, APILABLE, PLIANA",RP-1955,S/N
1320,MOB026851,SILLA,S/N,RP-1955,S/N
1323,MOB026852,SILLA,"DE VISITA, FIJA, APILABLE, PLIANA",RP-1955,S/N
1327,MOB026853,SILLA,"DE VISITA, FIJA, APILABLE, PLIANA",RP-1955,S/N
1331,MOB026854,SILLA,"DE VISITA, FIJA, APILABLE, PLIANA",RP-4505,S/N
1335,MOB026855,SILLA,"DE VISITA, FIJA, APILABLE, PLIANA",RP-4505,S/N
1339,MOB026856,SILLA,S/N,RP-1955,S/N
1343,MOB026881,SILLA,"DE VISITA, FIJA, APILABLE, PLIANA",RP-1955,S/N
1346,MOB026882,SILLA,"DE VISITA, FIJA, APILABLE, PLIANA",RP-1955,S/N
1350,MOB026883,SILLA,"DE VISITA, FIJA, APILABLE, PLIANA",RP-1955,S/N
1354,MOB026884,SILLA,"DE VISITA, FIJA, APILABLE, PLIANA",RP-1955,S/N
1358,MOB026885,SILLA,"DE VISITA, FIJA, APILABLE, PLIANA",RP-1955,S/N
1363,MOB026886,SILLÓN/ LOVE SEAT,"EJECUTIVO, CON RODAJAS, RESPALDO ALTO, ELEVACIÓN AUTOMÁTICA Y DESCANSABRAZOS",RP-4500,S/N
1365,MOB026887,SOFÁ CAMA,DE 2 PLAZAS,S/N,S/N
1370,MOB026888,LIBRERO,CON PUERTAS,S/N,S/N
1374,MOB026889,LIBRERO,CON MEDIAS PUERTAS DE MADERA Y MEDIAS DE VIDRIO,S/N,S/N
1379,MOB026890,LIBRERO,CON MEDIAS PUERTAS DE MADERA Y TRES ENTREPAÑOS,S/N,S/N
1382,MOB026892,CONJUNTO/MODULO,"CON PORTATECLADO Y PORTA CPU, DE 1.20X1.20",FUSSION,S/N
1386,MOB026893,TELEFONOS,TIPO SEMIEJECUTIVO,IP4621SWCON,1.08E+14
1390,MOB026895,EQUIPO DE SONIDO/ EQUIPO DE AUDIO/ HOME THEATER/ MINICOMPONENTE,"CON SUPRESOR DE RUIDO AL 85% PERMITE LA ESCUCHA MÁS CLARA, AISLA EL RUIDO EXTERIOR",S/N,S/N
1394,MOB026896,EQUIPO DE SONIDO/ EQUIPO DE AUDIO/ HOME THEATER/ MINICOMPONENTE,"CON SUPRESOR DE RUIDO AL 85% PERMITE LA ESCUCHA MÁS CLARA, AISLA EL RUIDO EXTERIOR",S/N,S/N
1398,MOB026897,EQUIPO DE SONIDO/ EQUIPO DE AUDIO/ HOME THEATER/ MINICOMPONENTE,"CON SUPRESOR DE RUIDO AL 85% PERMITE LA ESCUCHA MÁS CLARA, AISLA EL RUIDO EXTERIOR",S/N,S/N
1402,MOB026898,EQUIPO DE SONIDO/ EQUIPO DE AUDIO/ HOME THEATER/ MINICOMPONENTE,"CON SUPRESOR DE RUIDO AL 85% PERMITE LA ESCUCHA MÁS CLARA, AISLA EL RUIDO EXTERIOR",S/N,S/N
1405,MOB026899,EQUIPO DE SONIDO/ EQUIPO DE AUDIO/ HOME THEATER/ MINICOMPONENTE,"CON SUPRESOR DE RUIDO AL 85% PERMITE LA ESCUCHA MÁS CLARA, AISLA EL RUIDO EXTERIOR",MDR-NC40,S015365851J
1409,MOB026900,EQUIPO DE SONIDO/ EQUIPO DE AUDIO/ HOME THEATER/ MINICOMPONENTE,"CON SUPRESOR DE RUIDO AL 85% PERMITE LA ESCUCHA MÁS CLARA, AISLA EL RUIDO EXTERIOR",MDR-NC40,27242724433
1414,MOB026901,EQUIPO DE SONIDO/ EQUIPO DE AUDIO/ HOME THEATER/ MINICOMPONENTE,"CON SUPRESOR DE RUIDO AL 85% PERMITE LA ESCUCHA MÁS CLARA, AISLA EL RUIDO EXTERIOR",MDR-CN40,P92937131H
1417,MOB026904,RETROPROYECTOR/ CAÑON/ PROYECTOR,S/N,IN3106,AZUJ84000113
1422,MOB026905,SALA,3 PLAZAS CON MADERA Y 2 PLAZAS NEGRO 2 MESAS MADERA Y 1 CRISTAL,RC 104X,S/N
1425,MOB026909,CONJUNTO/MODULO,INCLUYE CAJONERA Y BURO DE 2 PUERTAS CON DOS CAJONES,FUSSION,S/N
1429,MOB026910,SILLA,FIJA TIPO TRINEO CON DESCANSABRAZOS,RP-1955,S/N
1434,MOB026924,SILLA,"DE VISITA, FIJA, APILABLE, PLIANA",RP-4505,S/N
1439,MOB026925,SILLA,"DE VISITA, FIJA, APILABLE, PLIANA",RP-4505,S/N
1442,MOB026926,SILLA,"SECRETARIAL CON RODAJAS, RESPALDO MEDIO, ELEVACIÓN AUTOMÁTICA Y DESCANSABRAZOS",RE-1951,S/N
1446,MOB026930,LIBRERO,DE 80X35 CMS CON PUERTAS INFERIORES Y SUPERIORES DE CRISTAL,S/N,S/N
1451,MOB026932,SILLA,"SECRETARIAL CON RODAJAS, RESPALDO MEDIO, ELEVACIÓN AUTOMÁTICA Y DESCANSABRAZOS",RE-1951,S/N
1454,MOB026933,CONJUNTO/MODULO,ESTACIÓN ERGONÓMICA DE 1.20X1.20 M CON PORTA TECLADO NOVOPAN FORMAICA GRIS CON MADERA,FUSSION,S/N
1457,MOB026934,SILLA,CON SENSOR DE ASIENTO Y SENSORES DE BRAZOS EN LOS COJINETES DE LOS DESCANSABRAZOS METÁLICA FORRADA DE TACTO PIEL,S/N,S/N
1459,MOB026937,SILLA,CON SENSOR DE ASIENTO Y SENSORES DE BRAZOS EN LOS COJINETES DE LOS DESCANSABRAZOS METALICA FORRADA DE TACTO PIEL,S/N,S/N
1460,MOB026938,SILLA,"SECRETARIAL CON RODAJAS, RESPALDO MEDIO, ELEVACIÓN AUTOMÁTICA Y DESCANSABRAZOS",RE-1951,S/N
1462,MOB026939,CONJUNTO/MODULO,"ESTACIÓN ERGONÓMICA DE 1.20X1.20 M DE METAL CON DOS CAJONES, NOVOPAN CUBIERTA DE FORMAICA",FUSSION,S/N
1464,MOB026940,SILLA DE RUEDAS,"SECRETARIAL CON RODAJAS, RESPALDO MEDIO, ELEVACIÓN AUTOMÁTICA Y DESCANSABRAZOS",RE-1951,S/N
1467,MOB026942,SILLA DE RUEDAS,"SECRETARIAL CON RODAJAS, RESPALDO MEDIO, ELEVACIÓN AUTOMÁTICA Y DESCANSABRAZOS",RE-1951,S/N
1469,MOB026943,SILLA DE RUEDAS,"DE VISITA, FIJA, APILABLE, PLIANA",RP-1955,S/N
1471,MOB026944,SILLA DE RUEDAS,"DE VISITA, FIJA, APILABLE, PLIANA",RP-1955,S/N
1473,MOB026949,ARCHIVERO,ARCHIVERO TRES GAVETAS CON ESPACIO NEGRO COLOR NEGRO VINO,S/N,S/N
1475,MOB026969,CONJUNTO/MODULO,"CON PORTATECLADO Y PORTA CPU, DE 1.20X1.20",FUSSION,S/N
1477,MOB026971,CÁMARA,CYBER SHOT. 14.1,DSC W350,8372375
1479,MOB026974,SILLÓN/ LOVE SEAT,"EJECUTIVO, CON RODAJAS, RESPALDO ALTO, ELEVACIÓN AUTOMÁTICA Y DESCANSABRAZOS",RP-4501,S/N
1481,MOB026975,CONJUNTO/MODULO,"CON PORTATECLADO, DE 1.20X1.20",FUSSION,S/N
1482,MOB026981,CONJUNTO/MODULO,DOS PIEZAS NEGRO CON MADERA NOVOPAN,S/N,S/N
1484,MOB026982,CONJUNTO/MODULO,ESTACIÓN ERGONÓMICA DE 1.20X1.20 M,FUSSION,S/N
1486,MOB026986,SILLA DE RUEDAS,"SECRETARIAL CON RODAJAS, RESPALDO MEDIO, ELEVACIÓN AUTOMÁTICA Y DESCANSABRAZOS",RE-1951,S/N
1488,MOB026987,CONJUNTO/MODULO,"CON PORTATECLADO Y PORTA CPU, DE 1.20X1.20",FUSSION,S/N
1491,MOB026988,SILLA,"SECRETARIAL CON RODAJAS, RESPALDO MEDIO, ELEVACIÓN AUTOMÁTICA Y DESCANSABRAZOS",RE-1951,S/N
1493,MOB026989,SILLA POLIGRAFICA,CON SENSOR DE ASIENTO Y SENSORES DE BRAZOS EN LOS COJINETES DE LOS DESCANZABRAZOS METÁLICA FORRADA DE TACTO PIEL,76871VAS,S/N
1494,MOB026991,CONJUNTO/MODULO,ESTACIÓN ERGONÓMICA DE 1.20X1.20 M,FUSSION,S/N
1497,MOB026992,SILLA,"SECRETARIAL CON RODAJAS, RESPALDO MEDIO, ELEVACIÓN AUTOMÁTICA Y DESCANSABRAZOS",RE-1951,S/N
1499,MOB026994,SILLA,"DE VISITA, FIJA, APILABLE, PLIANA",RP-1955,S/N
1501,MOB026997,ARCHIVERO,ARCHIVERO CUATRO GAVETAS NEGRO Y MADERA NOVOPAN,S/N,S/N
1505,MOB026999,SILLA,"DE VISITA, FIJA, APILABLE, PLIANA",RP-1955,S/N
1507,MOB027011,SILLA POLIGRAFICA,CON SENSOR DE ASIENTO Y SENSORES DE BRAZOS EN LOS COJINETES DE LOS DESCANSABRAZOS METALICA FORRADA DE TACTO PIEL,S/N,S/N
1509,MOB027013,CONJUNTO/MODULO,"CON PORTATECLADO Y PORTA CPU, DE 1.20X1.40",FUSSION,S/N
1510,MOB027014,CONJUNTO/MODULO,ESTACIÓN ERGONÓMICA DE 1.20X1.20 M,FUSSION,S/N
1513,MOB027017,CONJUNTO/MODULO,COMPUESTO POR  DOS PARTES ESCRITORIO Y ARCHIVERO INTEGRADO DE DOS GAVETAS  NOVOPAN Y FORMAICA CON METAL,S/N,S/N
1515,MOB027018,SILLA,"SECRETARIAL CON RODAJAS, RESPALDO MEDIO, ELEVACION AUTOMÁTICA Y DESCANSABRAZOS",RE-1951,S/N
1516,MOB027020,SILLA POLIGRAFICA,CON SENSOR DE ASIENTO Y SENSORES DE BRAZOS EN LOS COJINETES DE LOS DESCANSABRAZOS METALICA FORRADA DE TACTO PIEL,S/N,S/N
1519,MOB027023,SILLA,"SECRETARIAL CON RODAJAS, RESPALDO MEDIO, ELEVACIÓN AUTOMÁTICA Y DESCANSABRAZOS",RE-1951,S/N
1521,MOB027025,SILLA POLIGRAFICA,CON SENSOR DE ASIENTO Y SENSORES DE BRAZOS EN LOS COJINETES DE LOS DESCANSABRAZOS METÁLICA FORRADA DE TACTO PIEL,S/N,S/N
1522,MOB027026,SILLA,"SECRETARIAL CON RODAJAS, RESPALDO MEDIO, ELEVACIÓN AUTOMÁTICA Y DESCANSABRAZOS",RE-1951,S/N
1525,MOB027028,ESCRITORIO,COLOR CAOBA CAJONERA EN BUEN ESTADO,S/N,S/N
1527,MOB027029,ARCHIVERO,CON 4 CAJONES,S/N,S/N
1529,MOB027030,LIBRERO,CON DOS ENTREPAÑOS Y DOS PUERTAS DE MADERA,S/N,S/N
1531,MOB027051,ARCHIVERO,"VERTICAL CON 3 GAVETAS COLOR GRIS CON CERRADURA Y CORREDERAS EMBALINADAS PARA USO RUDO, PARA DOCUMENTOS TAMAÑO CARTA Y OFICIO MED. .50X.50X1.06 MOD. B-570",S/N,S/N
1533,MOB027061,LIBRERO,COLOR GRIS CON PUERTAS Y 5 ENTREPAÑOS (2 FIJOS Y 3 MOVILES) MED. .90X.33X1.90 MTS,B420,S/N
1535,MOB027078,SOFÁ CAMA,3 PLAZAS COLOR NEGRO DE VINIL,S/N,S/N
1537,MOB027079,LIBRERO,COLOR GRIS CON PUERTAS Y 5 ENTREPAÑOS (2 FIJOS Y 3 MÓVILES) MED. .90X.33X1.90 MTS,B420,S/N
1538,MOB027081,AIRE ACONDICIONADO/ MINISPLIT,S/N,YJCA18FSAADA,5.05E+17
1540,MOB030443,ARCHIVERO,"ARCHIVERO,RM 18069.3 GAVETAS OFICIO,MED..52X.61X1.08 COLOR GRIS CLARO CON NEGRO",S/N,S/N
1543,MOB030467,MUEBLE PARA EQUIPO DE CÓMPUTO,R.M. 7347 COLOR NARANJA/NEGRO CON PORTATECLADO MED. 1.20 X 1.20 MTS (CCESP),S/N,S/N
1544,MOB031741,SILLA,"DE VISITA, FIJA, APILABLE, PLIANA",RP-1955,S/N
1546,MOB031743,ARCHIVERO,MÓVIL DE ALTA DENCIDAD 5 CARRILES,S/N,S/N
1548,MOB031746,SILLA,"SECRETARIAL CON RODAJAS, RESPALDO MEDIO, ELEVACIÓN AUTOMÁTICA Y DESCANSABRAZOS",RE-1951,S/N
1550,MOB031750,SILLA POLIGRAFICA,CON SENSOR DE ASIENTO Y SENSORES DE BRAZOS EN LOS COJINETES DE LOS DESCANSABRAZOS METÁLICA FORRADA DE TACTO PIEL,76871VAS,S/N
1553,MOB031770,CONJUNTO/MODULO,ESTACIÓN ERGONÓMICA DE 1.20X1.20 M,FUSSION,S/N
1555,MOB031771,SILLA,"SECRETARIAL CON RODAJAS, RESPALDO MEDIO, ELEVACIÓN AUTOMÁTICA Y DESCANSABRAZOS",RE-1951,S/N
1556,MOB031772,SILLA,"SECRETARIAL CON RODAJAS, RESPALDO MEDIO, ELEVACIÓN AUTOMÁTICA Y DESCANSABRAZOS",RE-1951,S/N
1559,MOB031773,SILLA,"SECRETARIAL CON RODAJAS, RESPALDO MEDIO, ELEVACIÓN AUTOMÁTICA Y DESCANSABRAZOS",RE-1951,S/N
1560,MOB031774,CONJUNTO/MODULO,"CON PORTATECLADO Y PORTA CPU, DE 1.20X1.20 METALICO GRIS Y MADERA",FUSSION,S/N
1562,MOB031775,SILLA,"DE VISITA, FIJA, APILABLE, PLIANA",RP-1955,S/N
1565,MOB031778,SILLA,"DE VISITA, FIJA",RP-1955,S/N
1567,MOB031780,SILLA,"SECRETARIAL CON RODAJAS, RESPALDO MEDIO, ELEVACIÓN AUTOMÁTICA Y DESCANSABRAZOS",RE-1951,S/N
1569,MOB031782,SILLA,"SECRETARIAL CON RODAJAS, RESPALDO MEDIO, ELEVACIÓN AUTOMÁTICA Y DESCANSABRAZOS",RE-1951,S/N
1571,MOB031784,CONJUNTO/MODULO,"TIPO BALA CON BASE CIRCULAR DE METAL, NOVOPAN Y FORMAICA COLOR NEGRO Y MADERA ASI COMO UN ARCHIVERO CON UNA GAVETA CAJÓN Y UN ESPACIO",S/N,S/N
1575,MOB031793,SILLA POLIGRAFICA,CON SENSOR DE ASIENTO Y SENSORES DE BRAZOS EN LOS COJINETES DE LOS DESCANSABRAZOS METÁLICA FORRADA DE TACTO PIEL,76871VAS,S/N
1577,MOB031797,SILLA,FIJA,RE-1951,S/N
1579,MOB031798,CONJUNTO/MODULO,"CON PORTATECLADO Y PORTA CPU, DE 1.20X1.20",FUSSION,S/N
1580,MOB031799,CONJUNTO/MODULO,"CON PORTATECLADO Y PORTA CPU, DE 1.20X1.20",FUSSION,S/N
1582,MOB031800,SILLA,"SECRETARIAL CON RODAJAS, RESPALDO MEDIO, ELEVACIÓN AUTOMÁTICA Y DESCANSABRAZOS",RE-1951,S/N
1585,MOB031801,SILLA,"SECRETARIAL CON RODAJAS, RESPALDO MEDIO, ELEVACIÓN AUTOMÁTICA Y DESCANSABRAZOS",RE-1951,S/N
1586,MOB031802,CONJUNTO/MODULO,"CON PORTATECLADO Y PORTA CPU, DE 1.20X1.20",FUSSION,S/N
1590,MOB031806,CÁMARA,14.1 MEGA PÍXELES,DSC- W350,41635770
1593,COM021421,CISCO POE,SF302-08P. (FACTURA B 594),SF302-08P,PSZ21161DUB
1595,COM021422,CISCO POE,SF302-08P. (FACTURA B 594),SF302-08P,PSZ21161DYG
1598,MOB031826,AIRE ACONDICIONADO/ MINISPLIT,"TIPO MINI SPLIT PISO TECHO CON CAPACIDAD DE 24,000 BTU/HR SOLO FRÍO",MCH25P17,20905930
1600,MOB031831,SILLA,"ELEVACIÓN NEUMÁTICA, ESTRELLA DE 5 PUNTAS ELABORADA EN NYLON REFORZADA CON CINTURÓN DE ACERO COLOR NEGRO USO EJECUTIVO",RW-1970,S/N
1602,COM021423,CISCO POE,SF302-08P. (FACTURA B 594),SF302-08P,PSZ21181BH0
1604,MOB031906,ENGARGOLADORA,S/N,EM32,S/N
1606,MOB031919,LIBRERO,R.M. 23581 DE PISO CERRADO DE 4 PTAS 2 INF. Y 2 SUP.,S/N,S/N
1608,COM021424,CISCO POE,SF302-08P. (FACTURA B 594),SF302-08P,PSZ21161EPH
1610,COM013103,SERVIDOR,C01BLH7137,PROLIANT ML350,C01BLH7137
1612,COM013229,EQUIPO DE CÓMPUTO,SISTEMA OPERATIVO WINDOWS MEMORIA RAM 8GB,PAVILLION 2155E,S/N
1614,COM013230,EQUIPO DE CÓMPUTO,SISTEMA OPERATIVO WINDOWS 7 MEMORIA RAM 8GB,PAVILLION 2155E,S/N
1616,COM013231,EQUIPO DE CÓMPUTO,SISTEMA OPERATIVO WINDOWS 7 MAMORIA RAM 8GB,PAVILLION 2155E,S/N
1620,COM013250,EQUIPO DE CÓMPUTO,"INCLUYE MONITOR S/N: CNC223QCNP, MOUSE Y TECLADO",P6-2160LA,MXX226099C
1622,COM013252,EQUIPO DE CÓMPUTO,"INCLUYE MONITOR S/N: CNC223Q04B, MOUSE Y TECLADO",P6-2160LA,S/N:MXX22609BS
1624,COM013253,EQUIPO DE CÓMPUTO,"INCLUYE MONITOR S/N: CNC223QCVF, MOUSE Y TECLADO",P6-2160LA,MXX22609HD
1631,COM013283,IMPRESORA/ MULTIFUNCIONAL,S/N,M451DW,S/O
1633,COM013292,REPETIDOR,AMPLIACIÓN DE 8 A 12 CANALES EN EL SITIO MALINTZI II,S / MODELO,S / SERIE
1643,COM013297,EQUIPO DE CÓMPUTO,S/N,DV6-4087LA,CON PORTAMALETIN
1645,COM013324,EQUIPO DE CÓMPUTO,S/N,BUSSINESS 8300,MXL248002H
1647,COM013325,EQUIPO DE CÓMPUTO,S/N,BUSSINESS 8300,MXL2480021
1651,COM013327,EQUIPO DE CÓMPUTO,S/N,BUSSINESS 8300,MXL248002G
1657,COM013331,EQUIPO DE CÓMPUTO,S/N,BUSSINESS 8300,MXL248001W
1659,COM013333,EQUIPO DE CÓMPUTO,FACT A712 COMPUTADORA  BUSINESS 8300,BUSSINESS 8300,MXL248001H
1663,COM013335,DISCO DURO,S/N,NH03,DE 2 TB
1677,COM013352,IMPRESORA/ MULTIFUNCIONAL,FACT A712 IMPRESORA,M451DN,CNBH411741
1678,COM013353,IMPRESORA/ MULTIFUNCIONAL,FACT A712 IMPRESORA M451DN,M451DN,CNBH503875
1682,COM013358,SERVIDOR,"PROCESADOR INTEL XEON E5645, 2 DISCOS DUROS HP 500GB",DL380 G7,S/N
1684,COM013359,SERVIDOR,"PROCESADOR INTEL XEON E5645, 2 DISCOS DUROS HP 500GB",DL380 G7,S/N
1687,COM013360,EQUIPO DE CÓMPUTO,S/N,WI-FI,"64GB, 3A GENERACION, PANTALLA RETINA AVANZADA"
1689,COM013361,EQUIPO DE CÓMPUTO,S/N,WI-FI,"64GB, 3A GENERACION, PANTALLA RETINA AVANZADA"
1691,COM013362,EQUIPO DE CÓMPUTO,S/N,WI-FI,"64GB, 3A GENERACION, PANTALLA RETINA AVANZADA"
1696,COM013368,PANTALLA/ TELEVISOR,DE 80 PULGADAS,AQUOS,210821902
1698,COM013369,GPS/ NAVEGADOR,S/N,30,DIMENSIONES 2.1'' X 4.0'' X 1.3''
1700,COM013370,GPS/ NAVEGADOR,FACT A712 GPS NAVEGADOR,ETREX 30,S/N
1702,COM013371,SWITCH,SLM248GT-NA 48 PUERTOS 10/100 + 2PTOS GIGABIT,S/N,S/N: DNI160800SK
1704,COM013372,EQUIPO DE CÓMPUTO,S/N,P6-2155LA,S/N: MXX20402YD INCLUYE MONITOR: 3CQ2171887
1706,COM013373,EQUIPO DE CÓMPUTO,S/N,P6-2155LA,S/N: MXX20402S8 INCLUYE MONITOR: 3CQ217187K
1710,COM013377,EQUIPO DE CÓMPUTO,"INCLUYE MONITOR S/N: CNC223Q05N, MOUSE Y TECLADO",P6-2160LA,MXX226099J
1713,COM013378,ANTENA,MULTIPROTOCOLOS BAJO LA TECNOLOGIA DE RADIOFRECUENCIA,S/N,S/N
1714,COM013379,ANTENA,MULTIPROTOCOLOS BAJO LA TECNOLOGIA DE RADIOFRECUENCIA,S/N,S/N
1716,COM013380,ANTENA,MULTIPROTOCOLOS BAJO LA TECNOLOGIA DE RADIOFRECUENCIA,S/N,S/N
1718,COM013381,ANTENA,MULTIPROTOCOLOS BAJO LA TECNOLOGIA DE RADIOFRECUENCIA,S/N,S/N
1720,COM013382,ANTENA,MULTIPROTOCOLOS BAJO LA TECNOLOGIA DE RADIOFRECUENCIA,S/N,S/N
1722,COM013383,ANTENA,MULTIPROTOCOLOS BAJO LA TECNOLOGIA DE RADIOFRECUENCIA,S/N,S/N
1725,COM013384,ANTENA,MULTIPROTOCOLOS BAJO LA TECNOLOGIA DE RADIOFRECUENCIA,S/N,S/N
1726,COM013385,ANTENA,MULTIPROTOCOLOS BAJO LA TECNOLOGIA DE RADIOFRECUENCIA,S/N,S/N
1728,COM013386,ANTENA,MULTIPROTOCOLOS BAJO LA TECNOLOGIA DE RADIOFRECUENCIA,S/N,S/N
1731,COM013387,ANTENA,MULTIPROTOCOLOS BAJO LA TECNOLOGIA DE RADIOFRECUENCIA,S/N,S/N
1732,COM013388,ANTENA,MULTIPROTOCOLOS BAJO LA TECNOLOGIA DE RADIOFRECUENCIA,S/N,S/N
1735,COM013389,ANTENA,MULTIPROTOCOLOS BAJO LA TECNOLOGIA DE RADIOFRECUENCIA,S/N,S/N
1736,COM013390,ANTENA,MULTIPROTOCOLOS BAJO LA TECNOLOGIA DE RADIOFRECUENCIA,S/N,S/N
1739,COM013391,ANTENA,MULTIPROTOCOLOS BAJO LA TECNOLOGIA DE RADIOFRECUENCIA,S/N,S/N
1741,COM013392,ANTENA,MULTIPROTOCOLOS BAJO LA TECNOLOGIA DE RADIOFRECUENCIA,S/N,S/N
1743,COM013393,SERVIDOR,S/N,R810,N/S: 526R4V1
1745,COM013394,EQUIPO DE CÓMPUTO,S/N,WI-FI,DYTJ7709DVGM
1747,COM021425,CISCO POE,SF302-08P. (FACTURA B 594),SF302-08P,PSZ21181B3U
1749,COM021426,CISCO POE,SF302-08P. (FACTURA B 594),SF302-08P,PSZ21161DUU
1751,COM021427,CISCO POE,SF302-08P. (FACTURA B 594),SF302-08P,PSZ21161DU9
1753,COM021428,CISCO POE,SF302-08P. (FACTURA B 594),SF302-08P,PSZ21161DYX
1755,COM013428,IMPRESORA/ MULTIFUNCIONAL,S/N,CROMATICA (CE989A),CNBCD441FF
1757,COM013430,IMPRESORA/ MULTIFUNCIONAL,S/N,CROMATICA (CE989A),CNBCD87057
1759,COM013431,IMPRESORA/ MULTIFUNCIONAL,S/N,CROMATICA (CE989A),CNBCD220FC
1760,COM013432,IMPRESORA/ MULTIFUNCIONAL,S/N,CROMATICA (CE989A),CNBCD8615S
1763,COM013434,EQUIPO DE CÓMPUTO,S/N,SVS13115FL,2.76E+14
1764,COM013435,EQUIPO DE CÓMPUTO,S/N,SVS13115FL,2.76E+14
1766,COM013437,EQUIPO DE CÓMPUTO,S/N,SVS13115FL,2.76E+14
1771,COM021429,CISCO POE,SF302-08P. (FACTURA B 594),SF302-08P,PSZ21161DYY
1772,COM013458,EQUIPO DE CÓMPUTO,S/N,P6-2155LA,S/N: MXX20402YB INCLUYE MONITOR: CNT20885L1
1774,COM013460,SOFTWARE,S/N,EDICION ENTERPRICE,PERPETUA
1777,COM013463,SWITCH,S/N,SF-302-08P,SRW208P-K9-NA
1779,COM013465,SWITCH,S/N,SF-302-08P,SRW208P-K9-NA
1780,COM013469,SWITCH,S/N,SF-302-08P,SRW208P-K9-NA
1783,COM013473,SWITCH,S/N,SF-302-08P,SRW208P-K9-NA
1784,COM013475,SWITCH,S/N,SF-302-08P,SRW208P-K9-NA
1787,COM013478,SWITCH,S/N,SF-302-08P,SRW208P-K9-NA
1789,COM013485,SWITCH,S/N,SF-302-08P,DNI161902FD
1791,COM013494,EQUIPO DE CÓMPUTO,S/N,WI-FI,SDYTJ80V6DVGM
1792,COM013495,SOFTWARE,S/N,PL5I,SW DE PROGRAMA DE INTERFERENCIA
1795,COM013504,EQUIPO DE CÓMPUTO,S/N,WI-FI,DMPJT1E5F18G
1796,MAQ002497,LONA,"300 MTS CUADRADOS, 20 TUBOS LATERALES, 10 TUBOS CENTRALES",S/N,S/N
1797,MAQ002498,LONA,"300 MTS CUADRADOS, 20 TUBOS LATERALES, 10 TUBOS CENTRALES",S/N,S/N
1798,MOB035619,ANTENA,LECTOR/GRABADOR RFID (2 UNIDADES) ANTENA YAGUI (4UNIDADES) KIT CABLE COAXIAL/COMPLEMENTOS DE EMPALME (4 UNIDADES) Y UPS (1 UNIDADES),EQUIPAMIENTO DE PORTALES 5 LICENCIA,S/N
1799,MOB035620,ANTENA,LECTOR/GRABADOR RFID (2 UNIDADES)  ANTENA YAGUI (4UNIDADES) KIT CABLE COAXIAL/COMPLEMENTOS DE EMPALME (4 UNIDADES) Y UPS (1 UNIDADES),EQUIPAMIENTO DE PORTALES 5 LICENCIA,S/N
1800,MOB035621,ANTENA,LECTOR/GRABADOR RFID (2 UNIDADES) ANTENA YAGUI (4UNIDADES) KIT CABLE COAXIAL/COMPLEMENTOS DE EMPALME (4 UNIDADES) Y UPS (1 UNIDADES),EQUIPAMIENTO DE PORTALES 5 LICENCIA,S/N
